,genres,keywords,popularity,title,vote_average,vote_count,movie_id,cast,crew
58,"['Action', 'Comedy', 'Crime', 'Thriller']",['ambassador'],22.57178,Rush Hour 3,6.1,783,5174,"['Chris Tucker', 'Jackie Chan', 'Hiroyuki Sanada', 'Max von Sydow', 'Yvan Attal', 'Roman Polanski', 'Zhang Jingchu', 'Philip Baker Hall', 'Noémie Lenoir', 'Sarah Shahi']",['Brett Ratner']
59,"['Action', 'Adventure', 'Science Fiction']","['civilization', 'natural disaster', 'end of the world', 'disaster', 'apocalypse', 'destruction', 'volcanic eruption', 'mayan', 'ark', 'solar', 'destruction  of mankind']",45.274225,2012,5.6,4903,14161,"['John Cusack', 'Amanda Peet', 'Chiwetel Ejiofor', 'Thandie Newton', 'Oliver Platt', 'Tom McCarthy', 'Woody Harrelson', 'Danny Glover', 'Liam James', 'Morgan Lily']",['Roland Emmerich']
60,"['Animation', 'Drama']","['holiday', 'based on novel', 'victorian england', 'money', 'christmas eve', 'scrooge', 'christmas carol', 'ghost', 'lesson', 'charles dickens', 'christmas']",39.744242,A Christmas Carol,6.6,1095,17979,"['Gary Oldman', 'Jim Carrey', 'Steve Valentine', 'Daryl Sabara', 'Sage Ryan', 'Amber Gainey Meade', 'Ryan Ochoa', 'Bobbi Page', 'Ron Bottitta', 'Sammi Hanratty']",['Robert Zemeckis']
61,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']","['jupiter', 'space', 'woman director', '3d', 'interspecies romance']",85.36908,Jupiter Ascending,5.2,2768,76757,"['Mila Kunis', 'Channing Tatum', 'Sean Bean', 'Eddie Redmayne', 'Douglas Booth', 'Tuppence Middleton', 'Gugu Mbatha-Raw', 'Nikki Amuka-Bird', 'Christina Cole', 'Nicholas A. Newman']",['Lilly Wachowski']
62,"['Action', 'Adventure']","['africa', 'feral child', 'tarzan', 'jungle', 'animal attack']",42.741719,The Legend of Tarzan,5.5,2430,258489,"['Alexander Skarsgård', 'Margot Robbie', 'Christoph Waltz', 'Samuel L. Jackson', 'Djimon Hounsou', 'Jim Broadbent', 'Casper Crump', 'Yule Masiteng', 'Ben Chaplin', 'Sidney Ralitsoele']",['David Yates']
63,"['Adventure', 'Family', 'Fantasy']","['saving the world', 'witch', 'based on novel', 'brother sister relationship', 'self sacrifice', 'winter', 'cupboard', 'beaver', 'lion', 'fairy-tale figure', 'battle', 'narnia', 'fantasy world', 'duringcreditsstinger']",67.391328,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629,411,"['William Moseley', 'Anna Popplewell', 'Skandar Keynes', 'Georgie Henley', 'Liam Neeson', 'Tilda Swinton', 'James McAvoy', 'Jim Broadbent', 'Kiran Shah', 'James Cosmo']",['Andrew Adamson']
64,['Science Fiction'],"['mutant', 'supernatural powers', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'apocalypse', 'superhero team', 'world domination', 'aftercreditsstinger', '1980s']",139.272042,X-Men: Apocalypse,6.4,4721,246655,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult', 'Oscar Isaac', 'Rose Byrne', 'Evan Peters', 'Josh Helman', 'Sophie Turner', 'Tye Sheridan']",['Bryan Singer']
65,"['Drama', 'Action', 'Crime', 'Thriller']","['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism', 'chaos', 'gotham city', 'vigilante', 'joker', 'superhero', 'based on comic book', 'tragic hero', 'organized crime', 'criminal mastermind', 'district attorney', 'imax', 'super villain', 'super powers', 'batman']",187.322927,The Dark Knight,8.2,12002,155,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart', 'Michael Caine', 'Maggie Gyllenhaal', 'Gary Oldman', 'Morgan Freeman', 'Monique Gabriela Curnen', 'Ron Dean', 'Cillian Murphy']",['Christopher Nolan']
66,"['Animation', 'Comedy', 'Family', 'Adventure']","['age difference', 'central and south america', 'balloon', 'animation', 'floating in the air', 'duringcreditsstinger', 'exploring']",92.201962,Up,7.7,6870,14160,"['Ed Asner', 'Christopher Plummer', 'Jordan Nagai', 'Bob Peterson', 'Delroy Lindo', 'Jerome Ranft', 'John Ratzenberger', 'David Kaye', 'Elie Docter', 'Jeremy Leary']",['Pete Docter']
67,"['Animation', 'Family', 'Adventure', 'Science Fiction']","['alien', 'giant robot', 'duringcreditsstinger']",36.167578,Monsters vs Aliens,6.0,1423,15512,"['Seth Rogen', 'Reese Witherspoon', 'Hugh Laurie', 'Paul Rudd', 'Kiefer Sutherland', 'Rainn Wilson', 'Will Arnett', 'Stephen Colbert', 'Jimmy Kimmel', 'Julie White']",['Conrad Vernon']
68,"['Action', 'Science Fiction', 'Adventure']","['middle east', 'arms dealer', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'counter terrorism', 'agent coulson']",120.725053,Iron Man,7.4,8776,1726,"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges', 'Shaun Toub', 'Gwyneth Paltrow', 'Faran Tahir', 'Paul Bettany', 'Leslie Bibb', 'Clark Gregg', 'Will Lyman']",['Jon Favreau']
69,"['Adventure', 'Drama', 'Family']","['library', 'clock', 'film director', 'key', 'toy', 'boy', 'love', 'orphan', 'robot', 'automaton', 'hiding', 'filmmaking', 'leg brace', 'doberman', '3d']",32.319043,Hugo,7.0,2141,44826,"['Ben Kingsley', 'Sacha Baron Cohen', 'Asa Butterfield', 'Chloë Grace Moretz', 'Ray Winstone', 'Emily Mortimer', 'Christopher Lee', 'Helen McCrory', 'Michael Stuhlbarg', 'Frances de la Tour']",['Martin Scorsese']
70,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']","['steampunk', 'based on tv series', 'steam locomotive', 'drag']",40.748915,Wild Wild West,5.1,1020,8487,"['Will Smith', 'Kevin Kline', 'Kenneth Branagh', 'Salma Hayek', 'M. Emmet Walsh', 'Ted Levine', 'Frederique van der Wal', 'Musetta Vander', 'Sofia Eng', 'Garcelle Beauvais']",['Barry Sonnenfeld']
71,"['Adventure', 'Action', 'Fantasy']",[],60.034162,The Mummy: Tomb of the Dragon Emperor,5.2,1387,1735,"['Brendan Fraser', 'Jet Li', 'John Hannah', 'Maria Bello', 'Luke Ford', 'Michelle Yeoh', 'Isabella Leong', 'Anthony Wong', 'Russell Wong', 'Liam Cunningham']",['Rob Cohen']
72,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']","['dc comics', 'shared universe', 'anti hero', 'secret mission', 'villain', 'superhero', 'supervillain', 'dc extended universe']",90.23792,Suicide Squad,5.9,7458,297761,"['Will Smith', 'Margot Robbie', 'Joel Kinnaman', 'Viola Davis', 'Jared Leto', 'Jai Courtney', 'Jay Hernandez', 'Adewale Akinnuoye-Agbaje', 'Cara Delevingne', 'Karen Fukuhara']",['David Ayer']
73,"['Fantasy', 'Comedy', 'Family']","['father son relationship', 'daily life', 'married couple', 'support', 'father', 'marriage', 'faith', 'baustelle', 'rescue', 'animal', 'nature', 'duringcreditsstinger', ""noah's ark""]",27.082182,Evan Almighty,5.3,1151,2698,"['Steve Carell', 'Lauren Graham', 'John Goodman', 'Jimmy Bennett', 'John Michael Higgins', 'Morgan Freeman', 'Wanda Sykes', 'Graham Phillips', 'Johnny Simmons', 'Jonah Hill']",['Tom Shadyac']
74,"['Action', 'Science Fiction']","['deja vu', 'time warp', 'restart', 'dystopia', 'war', 'alien', 'military officer', 'soldier', 'alien invasion', 'exoskeleton']",79.456485,Edge of Tomorrow,7.6,4858,137113,"['Tom Cruise', 'Emily Blunt', 'Brendan Gleeson', 'Bill Paxton', 'Jonas Armstrong', 'Tony Way', 'Kick Gurry', 'Franz Drameh', 'Dragomir Mrsic', 'Charlotte Riley']",['Doug Liman']
75,"['Adventure', 'Action']","['ocean', 'tattoo', 'mutant', 'water', 'dystopia', 'doomsday']",44.640292,Waterworld,5.9,992,9804,"['Kevin Costner', 'Chaim Girafi', 'Rick Aviles', 'R. D. Call', 'Zitto Kazann', 'Jeanne Tripplehorn', 'Dennis Hopper', 'Jack Black', 'Zakes Mokae', 'Jack Kehler']",['Kevin Reynolds']
76,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['terrorist', 'secret', 'hostage', 'technology', 'warhead', 'government', 'president', 'revenge', 'murder', 'attack', 'explosion', 'scientist', 'lasers', 'evil', 'cobra']",32.852443,G.I. Joe: The Rise of Cobra,5.6,1962,14869,"['Dennis Quaid', 'Channing Tatum', 'Marlon Wayans', 'Sienna Miller', 'Joseph Gordon-Levitt', 'Saïd Taghmaoui', 'Christopher Eccleston', 'Adewale Akinnuoye-Agbaje', 'Lee Byung-hun', 'Rachel Nichols']",['Stephen Sommers']
77,"['Drama', 'Comedy', 'Animation', 'Family']","['dream', 'cartoon', 'imaginary friend', 'animation', 'family', 'moving', 'kids', 'unicorn', 'duringcreditsstinger', '3d', 'emotions']",128.655964,Inside Out,8.0,6560,150540,"['Amy Poehler', 'Phyllis Smith', 'Richard Kind', 'Bill Hader', 'Lewis Black', 'Mindy Kaling', 'Kaitlyn Dias', 'Diane Lane', 'Kyle MacLachlan', 'Paula Poundstone']",['Pete Docter']
78,"['Family', 'Adventure', 'Drama', 'Fantasy']","['based on novel', 'snake', 'wolf', 'elephant', 'tiger', 'feral child', 'panther', 'remake', 'bear', 'jungle', 'talking animal', 'orphan', 'animal', 'talking to animals']",94.199316,The Jungle Book,6.7,2892,278927,"['Neel Sethi', 'Bill Murray', 'Ben Kingsley', 'Idris Elba', 'Scarlett Johansson', 'Christopher Walken', ""Lupita Nyong'o"", 'Giancarlo Esposito', 'Garry Shandling', 'Jon Favreau']",['Jon Favreau']
79,"['Adventure', 'Action', 'Science Fiction']","['malibu', 'marvel comic', 'superhero', 'based on comic book', 'revenge', 'aftercreditsstinger', 'marvel cinematic universe']",77.300194,Iron Man 2,6.6,6849,10138,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Scarlett Johansson', 'Mickey Rourke', 'Sam Rockwell', 'Samuel L. Jackson', 'Clark Gregg', 'John Slattery', 'Garry Shandling']",['Jon Favreau']
80,"['Adventure', 'Fantasy', 'Drama']","['queen', 'magic', 'fairy tale', 'immortality', 'forest', 'deception', 'woman', 'eternal youth', 'snow white', 'evil queen', 'evil stepmother', 'imprisoned', 'sorceress']",77.178973,Snow White and the Huntsman,5.8,3118,58595,"['Kristen Stewart', 'Charlize Theron', 'Chris Hemsworth', 'Sam Claflin', 'Ian McShane', 'Ray Winstone', 'Nick Frost', 'Toby Jones', 'Eddie Marsan', 'Bob Hoskins']",['Rupert Sanders']
81,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']","['fairy tale', 'villain', 'sleeping beauty', 'dark fantasy', 'based on fairy tale', 'adaptation', 'retelling', 'literary adaptation', '3d']",110.620647,Maleficent,7.0,4496,102651,"['Angelina Jolie', 'Elle Fanning', 'Sharlto Copley', 'Sam Riley', 'Juno Temple', 'Imelda Staunton', 'Lesley Manville', 'Brenton Thwaites', 'Isobelle Molloy', 'Miranda Richardson']",['Robert Stromberg']
82,"['Science Fiction', 'Action', 'Drama', 'Thriller']","['leader', 'colony', 'post-apocalyptic', 'dystopia', 'forest', 'sequel', 'woods', 'ape', 'scientist', 'monkey', 'medical research', 'animal attack', 'plague', '3d']",243.791743,Dawn of the Planet of the Apes,7.3,4410,119450,"['Andy Serkis', 'Jason Clarke', 'Gary Oldman', 'Keri Russell', 'Toby Kebbell', 'Kodi Smit-McPhee', 'Kirk Acevedo', 'Judy Greer', 'Terry Notary', 'Karin Konoval']",['Matt Reeves']
83,"['Action', 'Adventure', 'Science Fiction', 'Romance']",[],2.418535,The Lovers,4.8,34,79698,"['Josh Hartnett', 'Simone Kessell', 'Tamsin Egerton', 'Alice Englert', 'Bipasha Basu', 'Abhay Deol', 'Tehmina Sunny', 'Shane Briant', 'Steve Nicolson', 'Atul Kulkarni']",['Roland Joffé']
84,"['Drama', 'Action', 'Adventure', 'Fantasy']","['japan', 'suicide', 'samurai', 'based on true story', 'samurai sword', 'ronin', 'shogun', 'half breed', '3d']",41.796339,47 Ronin,5.9,1326,64686,"['Keanu Reeves', 'Hiroyuki Sanada', 'Kou Shibasaki', 'Tadanobu Asano', 'Min Tanaka', 'Rinko Kikuchi', 'Jin Akanishi', 'Masayoshi Haneda', 'Hiroshi Sogabe', 'Takato Yonemoto']",['Carl Rinsch']
85,"['Action', 'Adventure', 'Science Fiction']","['washington d.c.', 'future', 'shield', 'marvel comic', 'superhero', 'based on comic book', 'captain america', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d', 'political thriller']",72.225265,Captain America: The Winter Soldier,7.6,5764,100402,"['Chris Evans', 'Samuel L. Jackson', 'Scarlett Johansson', 'Robert Redford', 'Sebastian Stan', 'Anthony Mackie', 'Cobie Smulders', 'Frank Grillo', 'Maximiliano Hernández', 'Emily VanCamp']",['Anthony Russo']
86,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']","['ogre', '3d']",44.041186,Shrek Forever After,6.0,1959,10192,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas', 'Julie Andrews', 'Jon Hamm', 'John Cleese', 'Craig Robinson', 'Walt Dohrn', 'Jane Lynch']",['Mike Mitchell']
87,"['Adventure', 'Family', 'Mystery', 'Science Fiction']","['inventor', 'apocalypse', 'destiny', 'imax', 'dreamer', 'futuristic car', 'futuristic city']",130.311355,Tomorrowland,6.2,2846,158852,"['Britt Robertson', 'George Clooney', 'Raffey Cassidy', 'Thomas Robinson', 'Hugh Laurie', 'Kathryn Hahn', 'Keegan-Michael Key', 'Tim McGraw', 'Chris Bauer', 'Pierce Gagnon']",['Brad Bird']
88,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']","['brother brother relationship', 'hero', 'talent', 'revenge', 'best friend', 'another dimension', 'robot', 'boy genius', 'hate', 'aftercreditsstinger', 'moral dilemma', '3d', 'teen superheroes', 'dead brother']",203.73459,Big Hero 6,7.8,6135,177572,"['Scott Adsit', 'Ryan Potter', 'Daniel Henney', 'T.J. Miller', 'Jamie Chung', 'Damon Wayans Jr.', 'Génesis Rodríguez', 'James Cromwell', 'Alan Tudyk', 'Maya Rudolph']",['Chris Williams']
89,"['Family', 'Animation', 'Comedy', 'Adventure']","['support group', 'product placement', 'bullying', 'racing', 'arcade', 'medal', 'self esteem', 'curiosity', 'precocious child', 'aftercreditsstinger', 'duringcreditsstinger', 'first person shooter', 'glitch', 'carefree', 'video gamer', 'q*bert', 'interrupted wedding', 'social reject']",62.341073,Wreck-It Ralph,7.1,4570,82690,"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer', 'Jane Lynch', 'Alan Tudyk', 'Mindy Kaling', 'Joe Lo Truglio', ""Ed O'Neill"", 'Dennis Haysbert', 'Adam Carolla']",['Rich Moore']
90,"['Adventure', 'Animation', 'Family', 'Fantasy']","['santa claus', 'nerd', 'faith', 'gift', 'bell', 'beard', 'north pole', 'chute', 'trestle', 'ticket', 'christmas']",47.323228,The Polar Express,6.4,1474,5255,"['Tom Hanks', 'Michael Jeter', 'Nona Gaye', 'Peter Scolari', 'Eddie Deezen', 'Leslie Zemeckis', 'Steven Tyler', 'Julene Renee', 'Chris Coppola', 'Charles Fleischer']",['Robert Zemeckis']
91,"['Action', 'Adventure', 'Science Fiction']","['alternate history', 'alien invasion']",48.775723,Independence Day: Resurgence,4.9,2491,47933,"['Liam Hemsworth', 'Jeff Goldblum', 'Bill Pullman', 'Maika Monroe', 'Sela Ward', 'William Fichtner', 'Vivica A. Fox', 'Charlotte Gainsbourg', 'Brent Spiner', 'Judd Hirsch']",['Roland Emmerich']
92,"['Fantasy', 'Adventure', 'Animation', 'Family']","['flying', 'blacksmith', 'arena', 'island', 'night', 'ship', 'training', 'village', 'forest', 'viking', 'friendship', 'ignorance', 'flight', 'nest', 'dragon', 'battle', 'combat', 'well', 'warrior']",67.263269,How to Train Your Dragon,7.5,4227,10191,"['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson', 'America Ferrera', 'Jonah Hill', 'Christopher Mintz-Plasse', 'T.J. Miller', 'Kristen Wiig', 'Robin Atkin Downes', 'Philip McGrade']",['Chris Sanders']
93,"['Action', 'Thriller', 'Science Fiction']","['saving the world', 'artificial intelligence', 'man vs machine', 'cyborg', 'killer robot', 'sun glasses', 'leather jacket', 'nanotechnology', 'rocket launcher', 'firemen', 'veterinarian', 'fire engine', 'dystopia', 'psychiatrist']",69.405188,Terminator 3: Rise of the Machines,5.9,2143,296,"['Arnold Schwarzenegger', 'Nick Stahl', 'Claire Danes', 'Kristanna Loken', 'David Andrews', 'Mark Famiglietti', 'Earl Boen', 'Moira Harris', 'Chopper Bernet', 'Christopher Lawford']",['Jonathan Mostow']
94,"['Action', 'Science Fiction', 'Adventure']","['marvel comic', 'spaceship', 'space', 'outer space', 'orphan', 'adventurer', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']",481.098624,Guardians of the Galaxy,7.9,9742,118340,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper', 'Lee Pace', 'Michael Rooker', 'Karen Gillan', 'Djimon Hounsou', 'John C. Reilly']",['James Gunn']
95,"['Adventure', 'Drama', 'Science Fiction']","['saving the world', 'artificial intelligence', 'father son relationship', 'single parent', 'nasa', 'expedition', 'wormhole', 'space travel', 'famine', 'black hole', 'dystopia', 'race against time', 'quantum mechanics', 'spaceship', 'space', 'rescue', 'family relationships', 'farmhouse', 'robot', 'astronaut', 'scientist', 'father daughter relationship', 'single father', 'farmer', 'space station', 'imax', 'astrophysics', 'zero gravity', 'courage', 'time paradox', 'relativity']",724.247784,Interstellar,8.1,10867,157336,"['Matthew McConaughey', 'Jessica Chastain', 'Anne Hathaway', 'Michael Caine', 'Casey Affleck', 'Mackenzie Foy', 'Timothée Chalamet', 'Bill Irwin', 'Matt Damon', 'Ellen Burstyn']",['Christopher Nolan']
96,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']","['loss of lover', 'dream', 'kidnapping', 'sleep', 'subconsciousness', 'heist', 'redemption', 'female hero']",167.58371,Inception,8.1,13752,27205,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ellen Page', 'Tom Hardy', 'Ken Watanabe', 'Cillian Murphy', 'Marion Cotillard', 'Michael Caine', 'Dileep Rao', 'Tom Berenger']",['Christopher Nolan']
97,"['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction']","['monster', 'godzilla', 'giant monster', 'destruction', 'kaiju', 'toyko']",9.476999,Shin Godzilla,6.5,143,315011,"['Hiroki Hasegawa', 'Yutaka Takenouchi', 'Satomi Ishihara', 'Kengo Kora', 'Matsuo Satoru', 'Mikako Ichikawa', 'Issei Takahashi', 'Kanji Tsuda', 'Shinya Tsukamoto', 'Toru Nomaguchi']",['Hideaki Anno']
98,"['Adventure', 'Fantasy', 'Action']","['riddle', 'elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'mountains', 'wizard', 'journey', 'ring', 'goblin', 'courage', 'giant', 'tunnel', 'underground lake', 'buried treasure', 'climbing a tree', 'invisibility', 'ancient', 'gnomes']",108.849621,The Hobbit: An Unexpected Journey,7.0,8297,49051,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Andy Serkis', 'Cate Blanchett', 'Christopher Lee', 'Sylvester McCoy', 'Ian Holm', 'Elijah Wood', 'Hugo Weaving']",['Peter Jackson']
99,"['Action', 'Crime', 'Thriller']","['street gang', 'car race', 'undercover', 'auto-tuning', 'los angeles', 'car', 'automobile racing', 'aftercreditsstinger', 'duringcreditsstinger']",6.909942,The Fast and the Furious,6.6,3428,9799,"['Paul Walker', 'Vin Diesel', 'Michelle Rodriguez', 'Jordana Brewster', 'Rick Yune', 'Chad Lindberg', 'Johnny Strong', 'Ted Levine', 'Matt Schulze', 'Thom Barry']",['Rob Cohen']
100,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']","['diary', 'navy', 'funeral', 'tea', 'travel', 'hospital']",60.269279,The Curious Case of Benjamin Button,7.3,3292,4922,"['Cate Blanchett', 'Brad Pitt', 'Tilda Swinton', 'Julia Ormond', 'Elle Fanning', 'Madisen Beaty', 'Jason Flemyng', 'Elias Koteas', 'Taraji P. Henson', 'Josh Stewart']",['David Fincher']
101,"['Action', 'Science Fiction', 'Adventure']","['cia', 'mutant', 'mine', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'historical fiction', 'nuclear war', 'cuban missile crisis', 'world war iii', '1960s']",3.195174,X-Men: First Class,7.1,5181,49538,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Kevin Bacon', 'Rose Byrne', 'Nicholas Hoult', 'January Jones', 'Jason Flemyng', 'Lucas Till', 'Caleb Landry Jones']",['Matthew Vaughn']
102,"['Action', 'Adventure', 'Science Fiction']","['revolution', 'strong woman', 'dystopia', 'game of death', '3d', 'based on young adult novel']",127.284427,The Hunger Games: Mockingjay - Part 2,6.6,3984,131634,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Julianne Moore', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Donald Sutherland']",['Francis Lawrence']
103,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']","['witch', 'fire', 'wolf', 'fountain', 'magic', 'book', 'castle', 'water', 'apprentice', 'training', 'merlin', 'love', 'mission', 'sorcerer', 'dragon', 'aftercreditsstinger', 'apprendista', 'morgana']",35.580815,The Sorcerer's Apprentice,5.8,1470,27022,"['Nicolas Cage', 'Jay Baruchel', 'Monica Bellucci', 'Alfred Molina', 'Teresa Palmer', 'Ethan Peck', 'Alice Krige', 'Peyton List', 'Toby Kebbell', 'Omar Benson Miller']",['Jon Turteltaub']
